GameKey,season,home_team,away_team,home_score,away_score,home_team_win,home_AvgGainPerPass,home_AvgGainPerRush,home_AvgGainPlay,home_CompletionPct,home_ExtraPointAttempts,home_ExtraPointSuccesses,home_FGs,home_FairCatches,home_FieldGoalAttempts,home_FieldGoalSuccesses,home_FirstDowns,home_FirstDownsP,home_FirstDownsPn,home_FirstDownsR,home_FourthDown,home_FourthDownConversionAttempts,home_FourthDownConversionSuccesses,home_FourthDownPct,home_Fumbles,home_FumblesLost,home_FumblesOrig,home_GameDateShort,home_GoalToGo,home_GoalToGoConversionAttempts,home_GoalToGoConversionSuccesses,home_GoalToGoPct,home_GrossPuntingAverage,home_GrossYardsPassing,home_Inside20,home_Interceptions,home_KickoffReturnAvg,home_KickoffReturnYards,home_KickoffReturns,home_NPA,home_NetYardsPassing,home_NetYardsRushing,home_PATs,home_PassAttempts,home_PassCompletions,home_PassingFirstDowns,home_Penalties,home_PenaltyFirstDowns,home_PenaltyYards,home_Points,home_PointsOT,home_PointsQ1,home_PointsQ2,home_PointsQ3,home_PointsQ4,home_PuntReturnAvg,home_PuntReturns,home_PuntTouchbacks,home_PuntYards,home_Punts,home_PuntsBlocked,home_PuntsInside20,home_PuntsReturnYards,home_PuntsReturnYardsInverse,home_RedZone,home_RedZoneConversionAttempts,home_RedZoneConversionSuccesses,home_RedZonePct,home_RushingFirstDowns,home_RushingPlays,home_SackYardageLost,home_Safeties,home_Season,home_TDs,home_ThirdDown,home_ThirdDownConversionAttempts,home_ThirdDownConversionSuccesses,home_ThirdDownPct,home_TimeOfPossessionMinutes,home_TimeOfPossessionSeconds,home_TimeofPossession,home_TimesSacked,home_TotalFirstDowns,home_TotalNetYards,home_TotalOffPlays,home_TotalPlays,home_TotalRushingPlays,home_Touchbacks,home_TouchdownsPassing,home_TouchdownsRushing,home_TouchdownsTotal,home_TwoPnt,home_TwoPointPassingAttempts,home_TwoPointPassingSuccesses,home_TwoPointRushingAttempts,home_TwoPointRushingSuccesses,home_YardsLostonSacks,away_AvgGainPerPass,away_AvgGainPerRush,away_AvgGainPlay,away_CompletionPct,away_ExtraPointAttempts,away_ExtraPointSuccesses,away_FGs,away_FairCatches,away_FieldGoalAttempts,away_FieldGoalSuccesses,away_FirstDowns,away_FirstDownsP,away_FirstDownsPn,away_FirstDownsR,away_FourthDown,away_FourthDownConversionAttempts,away_FourthDownConversionSuccesses,away_FourthDownPct,away_Fumbles,away_FumblesLost,away_FumblesOrig,away_GameDateShort,away_GoalToGo,away_GoalToGoConversionAttempts,away_GoalToGoConversionSuccesses,away_GoalToGoPct,away_GrossPuntingAverage,away_GrossYardsPassing,away_Inside20,away_Interceptions,away_KickoffReturnAvg,away_KickoffReturnYards,away_KickoffReturns,away_NPA,away_NetYardsPassing,away_NetYardsRushing,away_PATs,away_PassAttempts,away_PassCompletions,away_PassingFirstDowns,away_Penalties,away_PenaltyFirstDowns,away_PenaltyYards,away_Points,away_PointsOT,away_PointsQ1,away_PointsQ2,away_PointsQ3,away_PointsQ4,away_PuntReturnAvg,away_PuntReturns,away_PuntTouchbacks,away_PuntYards,away_Punts,away_PuntsBlocked,away_PuntsInside20,away_PuntsReturnYards,away_PuntsReturnYardsInverse,away_RedZone,away_RedZoneConversionAttempts,away_RedZoneConversionSuccesses,away_RedZonePct,away_RushingFirstDowns,away_RushingPlays,away_SackYardageLost,away_Safeties,away_Season,away_TDs,away_ThirdDown,away_ThirdDownConversionAttempts,away_ThirdDownConversionSuccesses,away_ThirdDownPct,away_TimeOfPossessionMinutes,away_TimeOfPossessionSeconds,away_TimeofPossession,away_TimesSacked,away_TotalFirstDowns,away_TotalNetYards,away_TotalOffPlays,away_TotalPlays,away_TotalRushingPlays,away_Touchbacks,away_TouchdownsPassing,away_TouchdownsRushing,away_TouchdownsTotal,away_TwoPnt,away_TwoPointPassingAttempts,away_TwoPointPassingSuccesses,away_TwoPointRushingAttempts,away_TwoPointRushingSuccesses,away_YardsLostonSacks,ClubCode_home_season,pm_def_Club_Code_home_season,pm_def_FirstDownsPerGame_home_season,pm_def_FourthDownPct_home_season,pm_def_GoalToGoPct_home_season,pm_def_InterceptionRate_home_season,pm_def_KickoffReturnAvg_home_season,pm_def_PassingYardsPerGame_home_season,pm_def_PassingYardsPerPlay_home_season,pm_def_PointsPerGame_home_season,pm_def_PuntReturnAvg_home_season,pm_def_RedZonePct_home_season,pm_def_RushingYardsPerGame_home_season,pm_def_RushingYardsPerPlay_home_season,pm_def_SacksPerPlay_home_season,pm_def_ThirdDownPct_home_season,pm_def_YardsPerGame_home_season,pm_def_YardsPerPlay_home_season,pm_off_AvgTimeOfPossession_home_season,pm_off_Club_Code_home_season,pm_off_FieldGoalsPct_home_season,pm_off_FirstDownsPerGame_home_season,pm_off_FourthDownPct_home_season,pm_off_GoalToGoPct_home_season,pm_off_InterceptionRate_home_season,pm_off_KickoffReturnAvg_home_season,pm_off_PassingYardsPerGame_home_season,pm_off_PassingYardsPerPlay_home_season,pm_off_PointsPerGame_home_season,pm_off_PuntReturnAvg_home_season,pm_off_RedZonePct_home_season,pm_off_RushingYardsPerGame_home_season,pm_off_RushingYardsPerPlay_home_season,pm_off_SacksPerPlay_home_season,pm_off_ThirdDownPct_home_season,pm_off_YardsPerGame_home_season,pm_off_YardsPerPlay_home_season,season_def_AvgTimeOfPossessionStr_home_season,season_def_FieldGoalPct_home_season,season_def_FirstDownsPerGame_home_season,season_def_FourthDownEfficiency_home_season,season_def_GoalToGoEfficiency_home_season,season_def_InterceptionPct_home_season,season_def_KickoffReturnAvg_home_season,season_def_PassingYardsPerAttempt_home_season,season_def_PassingYardsPerGame_home_season,season_def_PointsPerGameDifferential_home_season,season_def_PointsPerGame_home_season,season_def_PuntReturnAvg_home_season,season_def_RedZoneEfficiency_home_season,season_def_RushingYardsPerAttempt_home_season,season_def_RushingYardsPerGame_home_season,season_def_SacksPerPassPlay_home_season,season_def_ThirdDownEfficiency_home_season,season_def_YardsPerGameDifferential_home_season,season_def_YardsPerGame_home_season,season_def_YardsPerPlay_home_season,season_off_AvgTimeOfPossessionStr_home_season,season_off_FieldGoalPct_home_season,season_off_FirstDownsPerGame_home_season,season_off_FourthDownEfficiency_home_season,season_off_GoalToGoEfficiency_home_season,season_off_InterceptionPct_home_season,season_off_KickoffReturnAvg_home_season,season_off_PassingYardsPerAttempt_home_season,season_off_PassingYardsPerGame_home_season,season_off_PointsPerGameDifferential_home_season,season_off_PointsPerGame_home_season,season_off_PuntReturnAvg_home_season,season_off_RedZoneEfficiency_home_season,season_off_RushingYardsPerAttempt_home_season,season_off_RushingYardsPerGame_home_season,season_off_SacksPerPassPlay_home_season,season_off_ThirdDownEfficiency_home_season,season_off_YardsPerGameDifferential_home_season,season_off_YardsPerGame_home_season,season_off_YardsPerPlay_home_season,season_rank_def_AvgTimeOfPossessionStr_home_season,season_rank_def_Club_Code_home_season,season_rank_def_FieldGoalPct_home_season,season_rank_def_FirstDownsPerGame_home_season,season_rank_def_FourthDownEfficiency_home_season,season_rank_def_GoalToGoEfficiency_home_season,season_rank_def_InterceptionPct_home_season,season_rank_def_KickoffReturnAvg_home_season,season_rank_def_PassingYardsPerAttempt_home_season,season_rank_def_PassingYardsPerGame_home_season,season_rank_def_PointsPerGameDifferential_home_season,season_rank_def_PointsPerGame_home_season,season_rank_def_PuntReturnAvg_home_season,season_rank_def_RedZoneEfficiency_home_season,season_rank_def_RushingYardsPerAttempt_home_season,season_rank_def_RushingYardsPerGame_home_season,season_rank_def_SacksPerPassPlay_home_season,season_rank_def_ThirdDownEfficiency_home_season,season_rank_def_YardsPerGameDifferential_home_season,season_rank_def_YardsPerGame_home_season,season_rank_def_YardsPerPlay_home_season,season_rank_off_AvgTimeOfPossessionStr_home_season,season_rank_off_Club_Code_home_season,season_rank_off_FieldGoalPct_home_season,season_rank_off_FirstDownsPerGame_home_season,season_rank_off_FourthDownEfficiency_home_season,season_rank_off_GoalToGoEfficiency_home_season,season_rank_off_InterceptionPct_home_season,season_rank_off_KickoffReturnAvg_home_season,season_rank_off_PassingYardsPerAttempt_home_season,season_rank_off_PassingYardsPerGame_home_season,season_rank_off_PointsPerGameDifferential_home_season,season_rank_off_PointsPerGame_home_season,season_rank_off_PuntReturnAvg_home_season,season_rank_off_RedZoneEfficiency_home_season,season_rank_off_RushingYardsPerAttempt_home_season,season_rank_off_RushingYardsPerGame_home_season,season_rank_off_SacksPerPassPlay_home_season,season_rank_off_ThirdDownEfficiency_home_season,season_rank_off_YardsPerGameDifferential_home_season,season_rank_off_YardsPerGame_home_season,season_rank_off_YardsPerPlay_home_season,ClubCode_away_season,pm_def_Club_Code_away_season,pm_def_FirstDownsPerGame_away_season,pm_def_FourthDownPct_away_season,pm_def_GoalToGoPct_away_season,pm_def_InterceptionRate_away_season,pm_def_KickoffReturnAvg_away_season,pm_def_PassingYardsPerGame_away_season,pm_def_PassingYardsPerPlay_away_season,pm_def_PointsPerGame_away_season,pm_def_PuntReturnAvg_away_season,pm_def_RedZonePct_away_season,pm_def_RushingYardsPerGame_away_season,pm_def_RushingYardsPerPlay_away_season,pm_def_SacksPerPlay_away_season,pm_def_ThirdDownPct_away_season,pm_def_YardsPerGame_away_season,pm_def_YardsPerPlay_away_season,pm_off_AvgTimeOfPossession_away_season,pm_off_Club_Code_away_season,pm_off_FieldGoalsPct_away_season,pm_off_FirstDownsPerGame_away_season,pm_off_FourthDownPct_away_season,pm_off_GoalToGoPct_away_season,pm_off_InterceptionRate_away_season,pm_off_KickoffReturnAvg_away_season,pm_off_PassingYardsPerGame_away_season,pm_off_PassingYardsPerPlay_away_season,pm_off_PointsPerGame_away_season,pm_off_PuntReturnAvg_away_season,pm_off_RedZonePct_away_season,pm_off_RushingYardsPerGame_away_season,pm_off_RushingYardsPerPlay_away_season,pm_off_SacksPerPlay_away_season,pm_off_ThirdDownPct_away_season,pm_off_YardsPerGame_away_season,pm_off_YardsPerPlay_away_season,season_def_AvgTimeOfPossessionStr_away_season,season_def_FieldGoalPct_away_season,season_def_FirstDownsPerGame_away_season,season_def_FourthDownEfficiency_away_season,season_def_GoalToGoEfficiency_away_season,season_def_InterceptionPct_away_season,season_def_KickoffReturnAvg_away_season,season_def_PassingYardsPerAttempt_away_season,season_def_PassingYardsPerGame_away_season,season_def_PointsPerGameDifferential_away_season,season_def_PointsPerGame_away_season,season_def_PuntReturnAvg_away_season,season_def_RedZoneEfficiency_away_season,season_def_RushingYardsPerAttempt_away_season,season_def_RushingYardsPerGame_away_season,season_def_SacksPerPassPlay_away_season,season_def_ThirdDownEfficiency_away_season,season_def_YardsPerGameDifferential_away_season,season_def_YardsPerGame_away_season,season_def_YardsPerPlay_away_season,season_off_AvgTimeOfPossessionStr_away_season,season_off_FieldGoalPct_away_season,season_off_FirstDownsPerGame_away_season,season_off_FourthDownEfficiency_away_season,season_off_GoalToGoEfficiency_away_season,season_off_InterceptionPct_away_season,season_off_KickoffReturnAvg_away_season,season_off_PassingYardsPerAttempt_away_season,season_off_PassingYardsPerGame_away_season,season_off_PointsPerGameDifferential_away_season,season_off_PointsPerGame_away_season,season_off_PuntReturnAvg_away_season,season_off_RedZoneEfficiency_away_season,season_off_RushingYardsPerAttempt_away_season,season_off_RushingYardsPerGame_away_season,season_off_SacksPerPassPlay_away_season,season_off_ThirdDownEfficiency_away_season,season_off_YardsPerGameDifferential_away_season,season_off_YardsPerGame_away_season,season_off_YardsPerPlay_away_season,season_rank_def_AvgTimeOfPossessionStr_away_season,season_rank_def_Club_Code_away_season,season_rank_def_FieldGoalPct_away_season,season_rank_def_FirstDownsPerGame_away_season,season_rank_def_FourthDownEfficiency_away_season,season_rank_def_GoalToGoEfficiency_away_season,season_rank_def_InterceptionPct_away_season,season_rank_def_KickoffReturnAvg_away_season,season_rank_def_PassingYardsPerAttempt_away_season,season_rank_def_PassingYardsPerGame_away_season,season_rank_def_PointsPerGameDifferential_away_season,season_rank_def_PointsPerGame_away_season,season_rank_def_PuntReturnAvg_away_season,season_rank_def_RedZoneEfficiency_away_season,season_rank_def_RushingYardsPerAttempt_away_season,season_rank_def_RushingYardsPerGame_away_season,season_rank_def_SacksPerPassPlay_away_season,season_rank_def_ThirdDownEfficiency_away_season,season_rank_def_YardsPerGameDifferential_away_season,season_rank_def_YardsPerGame_away_season,season_rank_def_YardsPerPlay_away_season,season_rank_off_AvgTimeOfPossessionStr_away_season,season_rank_off_Club_Code_away_season,season_rank_off_FieldGoalPct_away_season,season_rank_off_FirstDownsPerGame_away_season,season_rank_off_FourthDownEfficiency_away_season,season_rank_off_GoalToGoEfficiency_away_season,season_rank_off_InterceptionPct_away_season,season_rank_off_KickoffReturnAvg_away_season,season_rank_off_PassingYardsPerAttempt_away_season,season_rank_off_PassingYardsPerGame_away_season,season_rank_off_PointsPerGameDifferential_away_season,season_rank_off_PointsPerGame_away_season,season_rank_off_PuntReturnAvg_away_season,season_rank_off_RedZoneEfficiency_away_season,season_rank_off_RushingYardsPerAttempt_away_season,season_rank_off_RushingYardsPerGame_away_season,season_rank_off_SacksPerPassPlay_away_season,season_rank_off_ThirdDownEfficiency_away_season,season_rank_off_YardsPerGameDifferential_away_season,season_rank_off_YardsPerGame_away_season,season_rank_off_YardsPerPlay_away_season
57910,2019,ARZ,DET,27,27,0,4.7,4.9,4.7,53.70%,1,1,4-4,2,4,4,21,16,2,3,0-0,0,0,0.00%,0-0,0,0,9/8,1-3,3,1,33.33%,47.5,308,3,1,21.5,86,4,45.3,275,112,1-1,54,29,16,7,2,35,27,3,0,3,3,18,6.0,3,1,380,8,0,3,18,-2,1-4,4,1,25.00%,3,23,33,0,,0-2-0,9-22,22,9,40.91%,30,37,30:37,5,21,387,82,82,23,1,2,0,2,1-1,1,1,0,0,33,7.5,3.6,6.0,60.00%,3,3,2-2,0,2,2,23,17,1,5,0-1,1,0,0.00%,3-2,2,3,9/8,0-0,0,0,0.00%,39.3,385,4,0,16.0,48,3,37.0,361,116,3-3,45,27,17,9,1,59,27,3,0,17,0,7,-0.4,5,0,314,8,0,4,-2,18,2-3,3,2,66.67%,5,32,24,0,,0-3-0,6-18,18,6,33.33%,39,23,39:23,3,23,477,80,80,32,0,3,0,3,0-0,0,0,0,0,24,ARZ,Differences,3.1,-26.47%,14.31%,-1.14%,-1.9,46.9,0.76,4.8,0.5,3.04%,7.2,0.06,-0.49%,7.71%,54.1,0.48,,Differences,6.98%,-0.7,17.10%,-12.36%,-0.13%,-1.3,-17.7,-0.46,-0.2,-0.6,-11.36%,11.5,0.71,1.88%,-2.98%,-6.2,-0.01,,,23.4,21.43%,85.29%,1.16%,20.6,7.50,281.9,-5.1,27.6,8.1,59.68%,4.38,120.1,6.66%,46.73%,-60.3,402.0,5.96,27:24,88.57%,19.6,65.00%,58.62%,2.17%,21.2,6.28,217.3,,22.6,7.0,45.28%,5.03,124.4,9.03%,36.04%,,341.7,5.47,,ARZ,,32,1,31,31,7,28,31,23,28,20,21,20,24,21,30,29,32,27,31,ARZ,8,20t,3,28,16,24,21,24,,16t,18,29,2,10,25,21,,21,16,DET,Differences,2.5,-1.23%,7.15%,-1.15%,2.2,49.4,0.71,3.6,-3.1,1.25%,3,-0.24,-2.57%,4.91%,52.5,0.38,,Differences,2.28%,-0.7,-9.44%,-12.65%,0.33%,2,8.8,0.09,-1.5,0.3,2.88%,-9.8,-0.27,0.38%,1.89%,-1.1,-0.05,,,22.8,46.67%,78.13%,1.15%,24.7,7.45,284.4,-5.1,26.4,4.5,57.89%,4.08,115.9,4.58%,43.93%,-53.6,400.4,5.86,28:51,83.87%,19.6,38.46%,58.33%,2.63%,24.5,6.83,243.8,,21.3,7.9,59.52%,4.05,103.1,7.53%,40.91%,,346.8,5.43,,DET,,31,15,26,32,24,27,32,24,26,2,18,10,21,31,28,28,31,25,25,DET,13,23,25t,29,21,7,15,10,,18t,11,12,22,21,18,14,,17,17
57941,2019,ARZ,CAR,20,38,0,2.5,5.5,3.4,69.77%,2,2,2-2,0,2,2,21,9,2,10,1-1,1,1,100.00%,0-0,0,0,9/22,2-2,2,2,100.00%,42.4,173,2,2,19.0,19,1,42.4,127,121,2-2,43,30,9,7,2,52,20,0,7,3,10,0,10.0,2,0,212,5,0,2,20,0,2-3,3,2,66.67%,10,22,46,0,,0-2-0,9-17,17,9,52.94%,31,44,31:44,8,21,248,73,73,22,0,2,0,2,0-0,0,0,0,0,46,8.6,5.6,7.0,73.08%,5,5,1-1,2,1,1,21,14,3,4,0-0,0,0,0.00%,2-1,1,2,9/22,3-3,3,3,100.00%,48.3,261,1,0,18.0,36,2,41.7,240,173,5-5,26,19,14,3,3,35,38,0,0,14,14,10,0.0,1,0,145,3,0,1,0,20,3-5,5,3,60.00%,4,31,21,0,,1-4-0,4-10,10,4,40.00%,28,16,28:16,2,21,413,59,59,31,0,4,1,5,0-0,0,0,0,0,21,ARZ,Differences,3.1,-26.47%,14.31%,-1.14%,-1.9,46.9,0.76,4.8,0.5,3.04%,7.2,0.06,-0.49%,7.71%,54.1,0.48,,Differences,6.98%,-0.7,17.10%,-12.36%,-0.13%,-1.3,-17.7,-0.46,-0.2,-0.6,-11.36%,11.5,0.71,1.88%,-2.98%,-6.2,-0.01,,,23.4,21.43%,85.29%,1.16%,20.6,7.50,281.9,-5.1,27.6,8.1,59.68%,4.38,120.1,6.66%,46.73%,-60.3,402.0,5.96,27:24,88.57%,19.6,65.00%,58.62%,2.17%,21.2,6.28,217.3,,22.6,7.0,45.28%,5.03,124.4,9.03%,36.04%,,341.7,5.47,,ARZ,,32,1,31,31,7,28,31,23,28,20,21,20,24,21,30,29,32,27,31,ARZ,8,20t,3,28,16,24,21,24,,16t,18,29,2,10,25,21,,21,16,CAR,Differences,1.9,18.77%,18.31%,0.27%,-2.1,-4,0.05,6.6,4.6,7.42%,30.6,0.84,2.59%,0.88%,26.6,0.27,,Differences,-3.46%,0.6,2.10%,-0.98%,1.02%,-0.7,-6.9,-0.97,-1.5,-0.8,1.36%,0.8,0.39,2.01%,-7.14%,-6.1,-0.4,,,22.2,66.67%,89.29%,2.57%,20.4,6.79,231.0,-8.1,29.4,12.2,64.06%,5.16,143.5,9.74%,39.90%,-32.7,374.5,5.75,28:55,78.13%,20.9,50.00%,70.00%,3.32%,21.8,5.77,228.1,,21.3,6.8,58.00%,4.71,113.7,9.16%,31.88%,,341.8,5.08,,CAR,,29,31,32,9,6,17,13,29,31,32,29,32,29,2,21t,23,23,23,23,CAR,21,15,13t,20,28,21,31,20,,20,20,13t,6,14,26,29,,19,25
57957,2019,ARZ,SEA,10,27,0,5.7,5.0,5.4,68.75%,1,1,1-3,2,3,1,20,12,2,6,0-0,0,0,0.00%,0-0,0,0,9/29,0-1,1,0,0.00%,47.0,241,1,1,0.0,0,0,48.0,206,115,1-1,32,22,12,7,2,44,10,0,0,3,0,7,1.0,1,0,141,3,0,1,1,-3,1-3,3,1,33.33%,6,23,35,0,,1-0-0,3-9,9,3,33.33%,26,36,26:36,4,20,321,59,59,23,0,0,1,1,0-0,0,0,0,0,35,7.0,4.3,5.8,78.57%,3,3,2-2,0,2,2,21,10,2,9,0-0,0,0,0.00%,3-0,0,3,9/29,2-3,3,2,66.67%,42.8,240,3,0,21.0,21,1,42.5,225,115,3-3,28,22,10,7,2,65,27,0,10,10,0,7,-1.5,2,0,171,4,0,3,-3,1,2-4,4,2,50.00%,9,27,15,0,,1-1-1,4-10,10,4,40.00%,33,24,33:24,4,21,340,59,59,27,0,1,1,3,0-0,0,0,0,0,15,ARZ,Differences,3.1,-26.47%,14.31%,-1.14%,-1.9,46.9,0.76,4.8,0.5,3.04%,7.2,0.06,-0.49%,7.71%,54.1,0.48,,Differences,6.98%,-0.7,17.10%,-12.36%,-0.13%,-1.3,-17.7,-0.46,-0.2,-0.6,-11.36%,11.5,0.71,1.88%,-2.98%,-6.2,-0.01,,,23.4,21.43%,85.29%,1.16%,20.6,7.50,281.9,-5.1,27.6,8.1,59.68%,4.38,120.1,6.66%,46.73%,-60.3,402.0,5.96,27:24,88.57%,19.6,65.00%,58.62%,2.17%,21.2,6.28,217.3,,22.6,7.0,45.28%,5.03,124.4,9.03%,36.04%,,341.7,5.47,,ARZ,,32,1,31,31,7,28,31,23,28,20,21,20,24,21,30,29,32,27,31,ARZ,8,20t,3,28,16,24,21,24,,16t,18,29,2,10,25,21,,21,16,SEA,Differences,1.3,10.43%,8.33%,0.38%,-0.3,28.9,0.32,2.1,-1.3,4.90%,4.8,0.53,-2.47%,-0.64%,33.7,0.54,,Differences,0.55%,1,2.10%,7.59%,-1.14%,-2.9,1.9,0.59,2.5,-1.5,6.69%,24.6,0.25,2.13%,0.48%,26.5,0.25,,,21.6,58.33%,79.31%,2.68%,22.2,7.06,263.9,0.4,24.9,6.3,61.54%,4.85,117.7,4.68%,38.38%,-7.2,381.6,6.02,30:59,82.14%,21.3,50.00%,78.57%,1.16%,19.6,7.33,236.9,,25.3,6.1,63.33%,4.57,137.5,9.28%,39.50%,,374.4,5.73,,SEA,,26t,24t,28,7,15,21,27,14,22,10,26,28,22,30,16,17,26,29,8,SEA,15t,11,13t,6,4,29,9,14,,9,24,9,10,4,28,16,,8,11
57986,2019,ARZ,ATL,34,33,1,9.2,3.5,6.7,72.97%,4,4,2-2,2,2,2,24,16,2,6,1-1,1,1,100.00%,0-0,0,0,10/13,2-3,3,2,66.67%,52.0,340,2,0,31.5,63,2,46.3,340,102,4-4,37,27,16,8,2,57,34,0,3,17,7,7,3.0,1,0,156,3,0,2,3,17,3-4,4,3,75.00%,6,29,0,0,,1-3-0,7-13,13,7,53.85%,27,13,27:13,0,24,442,66,66,29,0,3,1,4,0-0,0,0,0,0,0,9.0,4.1,7.0,83.33%,4,3,2-2,0,2,2,31,20,4,7,0-0,0,0,0.00%,1-0,0,1,10/13,2-2,2,2,100.00%,43.3,356,1,0,27.7,83,3,42.3,341,103,3-4,36,30,20,8,4,72,33,0,7,3,10,13,5.7,3,0,130,3,0,1,17,3,4-5,5,4,80.00%,7,25,15,0,,0-4-0,6-11,11,6,54.55%,32,47,32:47,2,31,444,63,63,25,0,4,0,4,0-0,0,0,0,0,15,ARZ,Differences,3.1,-26.47%,14.31%,-1.14%,-1.9,46.9,0.76,4.8,0.5,3.04%,7.2,0.06,-0.49%,7.71%,54.1,0.48,,Differences,6.98%,-0.7,17.10%,-12.36%,-0.13%,-1.3,-17.7,-0.46,-0.2,-0.6,-11.36%,11.5,0.71,1.88%,-2.98%,-6.2,-0.01,,,23.4,21.43%,85.29%,1.16%,20.6,7.50,281.9,-5.1,27.6,8.1,59.68%,4.38,120.1,6.66%,46.73%,-60.3,402.0,5.96,27:24,88.57%,19.6,65.00%,58.62%,2.17%,21.2,6.28,217.3,,22.6,7.0,45.28%,5.03,124.4,9.03%,36.04%,,341.7,5.47,,ARZ,,32,1,31,31,7,28,31,23,28,20,21,20,24,21,30,29,32,27,31,ARZ,8,20t,3,28,16,24,21,24,,16t,18,29,2,10,25,21,,21,16,ATL,Differences,0.3,12.10%,-4.31%,-0.06%,-0.2,9.9,0.57,2.1,-0.6,1.85%,-2,-0.1,-1.93%,0.88%,7.9,0.3,,Differences,-1.59%,3.6,14.00%,7.28%,-0.11%,0.3,59.6,0.15,1,-0.5,-4.97%,-27.8,-0.56,0.16%,3.01%,31.8,0.06,,,20.6,60.00%,66.67%,2.24%,22.3,7.31,244.9,-1.1,24.9,7.0,58.49%,4.22,110.9,5.22%,39.90%,23.9,355.8,5.78,30:56,80.00%,23.9,61.90%,78.26%,2.19%,22.8,6.89,294.6,,23.8,7.1,51.67%,3.76,85.1,7.31%,42.03%,,379.7,5.54,,ATL,,18,26,9,18,16,26,22,19t,23,14,19,16,15,29,21t,12,20,24,9,ATL,17t,2,4,7,17,12,14,3,,13,15,25,26,30,16,11,,5,15
58021,2019,ARZ,SF,25,28,0,7.6,6.7,7.1,70.83%,2,2,1-1,2,1,1,19,7,2,10,0-0,0,0,0.00%,0-0,0,0,10/31,2-2,2,2,100.00%,50.6,241,0,0,18.3,55,3,41.6,204,153,2-2,24,17,7,9,2,65,25,0,7,0,7,11,5.7,3,1,253,5,0,0,17,25,2-3,3,2,66.67%,10,23,37,0,,1-2-0,2-8,8,2,25.00%,25,29,25:29,3,19,357,50,50,23,1,2,1,3,1-1,1,1,0,0,37,8.2,3.3,6.0,75.68%,4,4,0-0,0,0,0,21,15,1,5,1-1,1,1,100.00%,0-0,0,0,10/31,1-1,1,1,100.00%,46.2,317,3,0,17.5,70,4,42.8,310,101,4-4,37,28,15,8,1,75,28,0,7,14,7,0,8.3,3,0,231,5,0,3,25,17,2-2,2,2,100.00%,5,31,7,0,,0-4-0,11-17,17,11,64.71%,34,31,34:31,1,21,411,69,69,31,0,4,0,4,0-0,0,0,0,0,7,ARZ,Differences,3.1,-26.47%,14.31%,-1.14%,-1.9,46.9,0.76,4.8,0.5,3.04%,7.2,0.06,-0.49%,7.71%,54.1,0.48,,Differences,6.98%,-0.7,17.10%,-12.36%,-0.13%,-1.3,-17.7,-0.46,-0.2,-0.6,-11.36%,11.5,0.71,1.88%,-2.98%,-6.2,-0.01,,,23.4,21.43%,85.29%,1.16%,20.6,7.50,281.9,-5.1,27.6,8.1,59.68%,4.38,120.1,6.66%,46.73%,-60.3,402.0,5.96,27:24,88.57%,19.6,65.00%,58.62%,2.17%,21.2,6.28,217.3,,22.6,7.0,45.28%,5.03,124.4,9.03%,36.04%,,341.7,5.47,,ARZ,,32,1,31,31,7,28,31,23,28,20,21,20,24,21,30,29,32,27,31,ARZ,8,20t,3,28,16,24,21,24,,16t,18,29,2,10,25,21,,21,16,SF,Differences,-2.5,-15.90%,2.10%,0.01%,-0.7,-65.8,-1.52,-3.4,-1.9,3.36%,-0.3,0.17,2.10%,-5.69%,-66.1,-0.82,,Differences,-4.67%,0.7,10.43%,4.02%,0.42%,-2,2,1.19,7.1,0.4,-3.41%,31.2,0.31,0.38%,5.98%,33.2,0.54,,,17.8,32.00%,73.08%,2.31%,21.8,5.22,169.2,10.6,19.4,5.7,60.00%,4.49,112.6,9.25%,33.33%,99.3,281.8,4.66,31:18,76.92%,21.0,58.33%,75.00%,2.72%,20.5,7.93,237.0,,29.9,8.0,53.23%,4.63,144.1,7.53%,45.00%,,381.1,6.02,,SF,,3t,3,22,17,14,1,1,3,8,7,22t,23,17,3,2t,3,2,2,6,SF,23,14,6t,10,24,27,3,13,,2,10,21,9,2,19,5,,4,5
