GameKey,season,game_date,home_team,away_team,home_score,away_score,home_team_win,away_rolling_avg_FumblesLost,away_rolling_avg_Interceptions,away_rolling_avg_NetYardsPassing,away_rolling_avg_NetYardsRushing,away_rolling_avg_Points,away_rolling_avg_TotalNetYards,away_rolling_avg_Turnovers,home_rolling_avg_FumblesLost,home_rolling_avg_Interceptions,home_rolling_avg_NetYardsPassing,home_rolling_avg_NetYardsRushing,home_rolling_avg_Points,home_rolling_avg_TotalNetYards,home_rolling_avg_Turnovers,rolling_avg_FumblesLost_diff,rolling_avg_Interceptions_diff,rolling_avg_NetYardsPassing_diff,rolling_avg_NetYardsRushing_diff,rolling_avg_Points_diff,rolling_avg_TotalNetYards_diff,rolling_avg_Turnovers_diff,ClubCode_away_season,ClubCode_home_season,away_AvgGainPerPass,away_AvgGainPerRush,away_AvgGainPlay,away_CompletionPct,away_ExtraPointAttempts,away_ExtraPointSuccesses,away_FGs,away_FairCatches,away_FieldGoalAttempts,away_FieldGoalSuccesses,away_FirstDowns,away_FirstDownsP,away_FirstDownsPn,away_FirstDownsR,away_FourthDown,away_FourthDownConversionAttempts,away_FourthDownConversionSuccesses,away_FourthDownPct,away_Fumbles,away_FumblesLost,away_FumblesOrig,away_GameDateShort,away_GoalToGo,away_GoalToGoConversionAttempts,away_GoalToGoConversionSuccesses,away_GoalToGoPct,away_GrossPuntingAverage,away_GrossYardsPassing,away_Inside20,away_Interceptions,away_KickoffReturnAvg,away_KickoffReturnYards,away_KickoffReturns,away_NPA,away_NetYardsPassing,away_NetYardsRushing,away_PATs,away_PassAttempts,away_PassCompletions,away_PassingFirstDowns,away_Penalties,away_PenaltyFirstDowns,away_PenaltyYards,away_Points,away_PointsOT,away_PointsQ1,away_PointsQ2,away_PointsQ3,away_PointsQ4,away_PuntReturnAvg,away_PuntReturns,away_PuntTouchbacks,away_PuntYards,away_Punts,away_PuntsBlocked,away_PuntsInside20,away_PuntsReturnYards,away_PuntsReturnYardsInverse,away_RedZone,away_RedZoneConversionAttempts,away_RedZoneConversionSuccesses,away_RedZonePct,away_RushingFirstDowns,away_RushingPlays,away_SackYardageLost,away_Safeties,away_Season,away_TDs,away_ThirdDown,away_ThirdDownConversionAttempts,away_ThirdDownConversionSuccesses,away_ThirdDownPct,away_TimeOfPossessionMinutes,away_TimeOfPossessionSeconds,away_TimeofPossession,away_TimesSacked,away_TotalFirstDowns,away_TotalNetYards,away_TotalOffPlays,away_TotalPlays,away_TotalRushingPlays,away_Touchbacks,away_TouchdownsPassing,away_TouchdownsRushing,away_TouchdownsTotal,away_TwoPnt,away_TwoPointPassingAttempts,away_TwoPointPassingSuccesses,away_TwoPointRushingAttempts,away_TwoPointRushingSuccesses,away_YardsLostonSacks,home_AvgGainPerPass,home_AvgGainPerRush,home_AvgGainPlay,home_CompletionPct,home_ExtraPointAttempts,home_ExtraPointSuccesses,home_FGs,home_FairCatches,home_FieldGoalAttempts,home_FieldGoalSuccesses,home_FirstDowns,home_FirstDownsP,home_FirstDownsPn,home_FirstDownsR,home_FourthDown,home_FourthDownConversionAttempts,home_FourthDownConversionSuccesses,home_FourthDownPct,home_Fumbles,home_FumblesLost,home_FumblesOrig,home_GameDateShort,home_GoalToGo,home_GoalToGoConversionAttempts,home_GoalToGoConversionSuccesses,home_GoalToGoPct,home_GrossPuntingAverage,home_GrossYardsPassing,home_Inside20,home_Interceptions,home_KickoffReturnAvg,home_KickoffReturnYards,home_KickoffReturns,home_NPA,home_NetYardsPassing,home_NetYardsRushing,home_PATs,home_PassAttempts,home_PassCompletions,home_PassingFirstDowns,home_Penalties,home_PenaltyFirstDowns,home_PenaltyYards,home_Points,home_PointsOT,home_PointsQ1,home_PointsQ2,home_PointsQ3,home_PointsQ4,home_PuntReturnAvg,home_PuntReturns,home_PuntTouchbacks,home_PuntYards,home_Punts,home_PuntsBlocked,home_PuntsInside20,home_PuntsReturnYards,home_PuntsReturnYardsInverse,home_RedZone,home_RedZoneConversionAttempts,home_RedZoneConversionSuccesses,home_RedZonePct,home_RushingFirstDowns,home_RushingPlays,home_SackYardageLost,home_Safeties,home_Season,home_TDs,home_ThirdDown,home_ThirdDownConversionAttempts,home_ThirdDownConversionSuccesses,home_ThirdDownPct,home_TimeOfPossessionMinutes,home_TimeOfPossessionSeconds,home_TimeofPossession,home_TimesSacked,home_TotalFirstDowns,home_TotalNetYards,home_TotalOffPlays,home_TotalPlays,home_TotalRushingPlays,home_Touchbacks,home_TouchdownsPassing,home_TouchdownsRushing,home_TouchdownsTotal,home_TwoPnt,home_TwoPointPassingAttempts,home_TwoPointPassingSuccesses,home_TwoPointRushingAttempts,home_TwoPointRushingSuccesses,home_YardsLostonSacks,pm_def_Club_Code_away_season,pm_def_Club_Code_home_season,pm_def_FirstDownsPerGame_away_season,pm_def_FirstDownsPerGame_home_season,pm_def_FourthDownPct_away_season,pm_def_FourthDownPct_home_season,pm_def_GoalToGoPct_away_season,pm_def_GoalToGoPct_home_season,pm_def_InterceptionRate_away_season,pm_def_InterceptionRate_home_season,pm_def_KickoffReturnAvg_away_season,pm_def_KickoffReturnAvg_home_season,pm_def_PassingYardsPerGame_away_season,pm_def_PassingYardsPerGame_home_season,pm_def_PassingYardsPerPlay_away_season,pm_def_PassingYardsPerPlay_home_season,pm_def_PointsPerGame_away_season,pm_def_PointsPerGame_home_season,pm_def_PuntReturnAvg_away_season,pm_def_PuntReturnAvg_home_season,pm_def_RedZonePct_away_season,pm_def_RedZonePct_home_season,pm_def_RushingYardsPerGame_away_season,pm_def_RushingYardsPerGame_home_season,pm_def_RushingYardsPerPlay_away_season,pm_def_RushingYardsPerPlay_home_season,pm_def_SacksPerPlay_away_season,pm_def_SacksPerPlay_home_season,pm_def_ThirdDownPct_away_season,pm_def_ThirdDownPct_home_season,pm_def_YardsPerGame_away_season,pm_def_YardsPerGame_home_season,pm_def_YardsPerPlay_away_season,pm_def_YardsPerPlay_home_season,pm_off_AvgTimeOfPossession_away_season,pm_off_AvgTimeOfPossession_home_season,pm_off_Club_Code_away_season,pm_off_Club_Code_home_season,pm_off_FieldGoalsPct_away_season,pm_off_FieldGoalsPct_home_season,pm_off_FirstDownsPerGame_away_season,pm_off_FirstDownsPerGame_home_season,pm_off_FourthDownPct_away_season,pm_off_FourthDownPct_home_season,pm_off_GoalToGoPct_away_season,pm_off_GoalToGoPct_home_season,pm_off_InterceptionRate_away_season,pm_off_InterceptionRate_home_season,pm_off_KickoffReturnAvg_away_season,pm_off_KickoffReturnAvg_home_season,pm_off_PassingYardsPerGame_away_season,pm_off_PassingYardsPerGame_home_season,pm_off_PassingYardsPerPlay_away_season,pm_off_PassingYardsPerPlay_home_season,pm_off_PointsPerGame_away_season,pm_off_PointsPerGame_home_season,pm_off_PuntReturnAvg_away_season,pm_off_PuntReturnAvg_home_season,pm_off_RedZonePct_away_season,pm_off_RedZonePct_home_season,pm_off_RushingYardsPerGame_away_season,pm_off_RushingYardsPerGame_home_season,pm_off_RushingYardsPerPlay_away_season,pm_off_RushingYardsPerPlay_home_season,pm_off_SacksPerPlay_away_season,pm_off_SacksPerPlay_home_season,pm_off_ThirdDownPct_away_season,pm_off_ThirdDownPct_home_season,pm_off_YardsPerGame_away_season,pm_off_YardsPerGame_home_season,pm_off_YardsPerPlay_away_season,pm_off_YardsPerPlay_home_season,season_def_AvgTimeOfPossessionStr_away_season,season_def_AvgTimeOfPossessionStr_home_season,season_def_FieldGoalPct_away_season,season_def_FieldGoalPct_home_season,season_def_FirstDownsPerGame_away_season,season_def_FirstDownsPerGame_home_season,season_def_FourthDownEfficiency_away_season,season_def_FourthDownEfficiency_home_season,season_def_GoalToGoEfficiency_away_season,season_def_GoalToGoEfficiency_home_season,season_def_InterceptionPct_away_season,season_def_InterceptionPct_home_season,season_def_KickoffReturnAvg_away_season,season_def_KickoffReturnAvg_home_season,season_def_PassingYardsPerAttempt_away_season,season_def_PassingYardsPerAttempt_home_season,season_def_PassingYardsPerGame_away_season,season_def_PassingYardsPerGame_home_season,season_def_PointsPerGameDifferential_away_season,season_def_PointsPerGameDifferential_home_season,season_def_PointsPerGame_away_season,season_def_PointsPerGame_home_season,season_def_PuntReturnAvg_away_season,season_def_PuntReturnAvg_home_season,season_def_RedZoneEfficiency_away_season,season_def_RedZoneEfficiency_home_season,season_def_RushingYardsPerAttempt_away_season,season_def_RushingYardsPerAttempt_home_season,season_def_RushingYardsPerGame_away_season,season_def_RushingYardsPerGame_home_season,season_def_SacksPerPassPlay_away_season,season_def_SacksPerPassPlay_home_season,season_def_ThirdDownEfficiency_away_season,season_def_ThirdDownEfficiency_home_season,season_def_YardsPerGameDifferential_away_season,season_def_YardsPerGameDifferential_home_season,season_def_YardsPerGame_away_season,season_def_YardsPerGame_home_season,season_def_YardsPerPlay_away_season,season_def_YardsPerPlay_home_season,season_off_AvgTimeOfPossessionStr_away_season,season_off_AvgTimeOfPossessionStr_home_season,season_off_FieldGoalPct_away_season,season_off_FieldGoalPct_home_season,season_off_FirstDownsPerGame_away_season,season_off_FirstDownsPerGame_home_season,season_off_FourthDownEfficiency_away_season,season_off_FourthDownEfficiency_home_season,season_off_GoalToGoEfficiency_away_season,season_off_GoalToGoEfficiency_home_season,season_off_InterceptionPct_away_season,season_off_InterceptionPct_home_season,season_off_KickoffReturnAvg_away_season,season_off_KickoffReturnAvg_home_season,season_off_PassingYardsPerAttempt_away_season,season_off_PassingYardsPerAttempt_home_season,season_off_PassingYardsPerGame_away_season,season_off_PassingYardsPerGame_home_season,season_off_PointsPerGameDifferential_away_season,season_off_PointsPerGameDifferential_home_season,season_off_PointsPerGame_away_season,season_off_PointsPerGame_home_season,season_off_PuntReturnAvg_away_season,season_off_PuntReturnAvg_home_season,season_off_RedZoneEfficiency_away_season,season_off_RedZoneEfficiency_home_season,season_off_RushingYardsPerAttempt_away_season,season_off_RushingYardsPerAttempt_home_season,season_off_RushingYardsPerGame_away_season,season_off_RushingYardsPerGame_home_season,season_off_SacksPerPassPlay_away_season,season_off_SacksPerPassPlay_home_season,season_off_ThirdDownEfficiency_away_season,season_off_ThirdDownEfficiency_home_season,season_off_YardsPerGameDifferential_away_season,season_off_YardsPerGameDifferential_home_season,season_off_YardsPerGame_away_season,season_off_YardsPerGame_home_season,season_off_YardsPerPlay_away_season,season_off_YardsPerPlay_home_season,season_rank_def_AvgTimeOfPossessionStr_away_season,season_rank_def_AvgTimeOfPossessionStr_home_season,season_rank_def_Club_Code_away_season,season_rank_def_Club_Code_home_season,season_rank_def_FieldGoalPct_away_season,season_rank_def_FieldGoalPct_home_season,season_rank_def_FirstDownsPerGame_away_season,season_rank_def_FirstDownsPerGame_home_season,season_rank_def_FourthDownEfficiency_away_season,season_rank_def_FourthDownEfficiency_home_season,season_rank_def_GoalToGoEfficiency_away_season,season_rank_def_GoalToGoEfficiency_home_season,season_rank_def_InterceptionPct_away_season,season_rank_def_InterceptionPct_home_season,season_rank_def_KickoffReturnAvg_away_season,season_rank_def_KickoffReturnAvg_home_season,season_rank_def_PassingYardsPerAttempt_away_season,season_rank_def_PassingYardsPerAttempt_home_season,season_rank_def_PassingYardsPerGame_away_season,season_rank_def_PassingYardsPerGame_home_season,season_rank_def_PointsPerGameDifferential_away_season,season_rank_def_PointsPerGameDifferential_home_season,season_rank_def_PointsPerGame_away_season,season_rank_def_PointsPerGame_home_season,season_rank_def_PuntReturnAvg_away_season,season_rank_def_PuntReturnAvg_home_season,season_rank_def_RedZoneEfficiency_away_season,season_rank_def_RedZoneEfficiency_home_season,season_rank_def_RushingYardsPerAttempt_away_season,season_rank_def_RushingYardsPerAttempt_home_season,season_rank_def_RushingYardsPerGame_away_season,season_rank_def_RushingYardsPerGame_home_season,season_rank_def_SacksPerPassPlay_away_season,season_rank_def_SacksPerPassPlay_home_season,season_rank_def_ThirdDownEfficiency_away_season,season_rank_def_ThirdDownEfficiency_home_season,season_rank_def_YardsPerGameDifferential_away_season,season_rank_def_YardsPerGameDifferential_home_season,season_rank_def_YardsPerGame_away_season,season_rank_def_YardsPerGame_home_season,season_rank_def_YardsPerPlay_away_season,season_rank_def_YardsPerPlay_home_season,season_rank_off_AvgTimeOfPossessionStr_away_season,season_rank_off_AvgTimeOfPossessionStr_home_season,season_rank_off_Club_Code_away_season,season_rank_off_Club_Code_home_season,season_rank_off_FieldGoalPct_away_season,season_rank_off_FieldGoalPct_home_season,season_rank_off_FirstDownsPerGame_away_season,season_rank_off_FirstDownsPerGame_home_season,season_rank_off_FourthDownEfficiency_away_season,season_rank_off_FourthDownEfficiency_home_season,season_rank_off_GoalToGoEfficiency_away_season,season_rank_off_GoalToGoEfficiency_home_season,season_rank_off_InterceptionPct_away_season,season_rank_off_InterceptionPct_home_season,season_rank_off_KickoffReturnAvg_away_season,season_rank_off_KickoffReturnAvg_home_season,season_rank_off_PassingYardsPerAttempt_away_season,season_rank_off_PassingYardsPerAttempt_home_season,season_rank_off_PassingYardsPerGame_away_season,season_rank_off_PassingYardsPerGame_home_season,season_rank_off_PointsPerGameDifferential_away_season,season_rank_off_PointsPerGameDifferential_home_season,season_rank_off_PointsPerGame_away_season,season_rank_off_PointsPerGame_home_season,season_rank_off_PuntReturnAvg_away_season,season_rank_off_PuntReturnAvg_home_season,season_rank_off_RedZoneEfficiency_away_season,season_rank_off_RedZoneEfficiency_home_season,season_rank_off_RushingYardsPerAttempt_away_season,season_rank_off_RushingYardsPerAttempt_home_season,season_rank_off_RushingYardsPerGame_away_season,season_rank_off_RushingYardsPerGame_home_season,season_rank_off_SacksPerPassPlay_away_season,season_rank_off_SacksPerPassPlay_home_season,season_rank_off_ThirdDownEfficiency_away_season,season_rank_off_ThirdDownEfficiency_home_season,season_rank_off_YardsPerGameDifferential_away_season,season_rank_off_YardsPerGameDifferential_home_season,season_rank_off_YardsPerGame_away_season,season_rank_off_YardsPerGame_home_season,season_rank_off_YardsPerPlay_away_season,season_rank_off_YardsPerPlay_home_season
57916,2019,2019-09-12,CAR,TB,14,20,0,1.0,3.0,174.0,121.0,17.0,295.0,4.0,2.0,1.0,216.0,127.0,27.0,343.0,3.0,1.0,-2.0,42.0,6.0,10.0,48.0,-1.0,TB,CAR,6.8,3.2,4.9,64.00%,2,2,2-3,1,3,2,16,9,1,6,0-0,0,0,0.00%,1-0,0,1,9/12,0-0,0,0,0.00%,49.2,208,2,0,0.0,0,0,42.7,189,100,2-2,25,16,9,12,1,66,20,0,3,7,7,3,7.0,3,0,295,6,0,2,21,39,1-2,2,1,50.00%,6,31,19,0,,1-1-0,2-12,12,2,16.67%,33,53,33:53,3,16,289,59,59,31,0,1,1,2,0-0,0,0,0,0,19,5.8,2.1,4.8,49.02%,0,0,4-4,0,4,4,20,16,2,2,0-3,3,0,0.00%,3-1,1,3,9/12,0-0,0,0,0.00%,50.6,333,2,0,21.0,21,1,46.4,313,39,0-0,51,25,16,5,2,50,14,0,3,6,3,2,9.8,4,0,253,5,0,2,39,21,0-3,3,0,0.00%,2,19,20,1,,0-0-0,3-14,14,3,21.43%,26,7,26:07,3,20,352,73,73,19,0,0,0,0,0-0,0,0,0,0,20,Differences,Differences,0.4,1.9,0.25%,18.77%,1.43%,18.31%,-0.49%,0.27%,0.5,-2.1,35.1,-4.0,-0.23,0.05,5.3,6.6,1.3,4.6,-6.64%,7.42%,-39.1,30.6,-1.06,0.84,-0.07%,2.59%,-4.62%,0.88%,-4.0,26.6,-0.35,0.27,,,Differences,Differences,-4.45%,-3.46%,1.8,0.6,5.04%,2.10%,2.55%,-0.98%,2.46%,1.02%,-2.7,-0.7,67.8,-6.9,0.95,-0.97,5.8,-1.5,-2.4,-0.8,8.17%,1.36%,-17.8,0.8,-0.6,0.39,0.31%,2.01%,2.45%,-7.14%,50.0,-6.1,0.38,-0.4,,,,,20.7,22.2,48.15%,66.67%,72.41%,89.29%,1.81%,2.57%,23.0,20.4,6.51,6.79,270.1,231.0,0.6,-8.1,28.1,29.4,8.9,12.2,50.00%,64.06%,3.26,5.16,73.8,143.5,7.08%,9.74%,34.40%,39.90%,53.9,-32.7,343.9,374.5,5.13,5.75,30:48,28:55,77.14%,78.13%,22.1,20.9,52.94%,50.00%,73.53%,70.00%,4.76%,3.32%,19.8,21.8,7.69,5.77,302.8,228.1,,,28.6,21.3,5.2,6.8,64.81%,58.00%,3.72,4.71,95.1,113.7,7.46%,9.16%,41.47%,31.88%,,,397.9,341.8,5.86,5.08,,,TB,CAR,,,19,29,18,31,18t,32,26,9,17,6,13,17,30,13,13,29,29,31,24,32,6t,29,1,32,1,29,18,2,5,21t,6,23,15,23,7,23,10,23,TB,CAR,22,21,5,15,11,13t,13,20,32,28,28,21,5,31,1,20,,,3t,20,29,20,4,13t,28,6,24,14,17,26,13,29,,,3,19,9,25
57917,2019,2019-09-15,BLT,ARZ,23,17,1,0.0,1.0,275.0,112.0,27.0,387.0,1.0,0.0,0.0,378.0,265.0,59.0,643.0,0.0,0.0,-1.0,103.0,153.0,32.0,256.0,-1.0,ARZ,BLT,7.7,1.8,6.5,62.50%,0,0,3-3,2,3,3,15,12,1,2,1-1,1,1,100.00%,1-0,0,1,9/15,1-3,3,1,33.33%,53.4,349,1,0,14.8,59,4,44.4,329,20,0-0,40,25,12,8,1,70,17,0,3,3,3,8,0.0,1,0,267,5,0,1,0,45,1-4,4,1,25.00%,2,11,20,0,,1-0-0,2-11,11,2,18.18%,22,22,22:22,3,15,349,54,54,11,0,0,1,1,1-1,1,1,0,0,20,6.6,5.5,6.1,64.86%,2,2,3-3,1,3,3,26,16,1,9,0-1,1,0,0.00%,2-0,0,2,9/15,1-2,2,1,50.00%,43.0,272,2,0,23.0,46,2,43.0,258,182,2-2,37,24,16,10,1,62,23,0,7,10,0,6,15.0,3,0,129,3,0,2,45,0,1-4,4,1,25.00%,9,33,14,0,,0-2-0,7-14,14,7,50.00%,37,38,37:38,2,26,440,72,72,33,0,2,0,2,0-0,0,0,0,0,14,Differences,Differences,3.1,-3.0,-26.47%,-14.57%,14.31%,-2.80%,-1.14%,0.09%,-1.9,-1.0,46.9,-27.8,0.76,-0.65,4.8,-5.2,0.5,1.9,3.04%,-8.91%,7.2,-19.5,0.06,0.07,-0.49%,-0.35%,7.71%,-1.91%,54.1,-47.3,0.48,-0.26,,,Differences,Differences,6.98%,14.96%,-0.7,3.8,17.10%,22.93%,-12.36%,9.02%,-0.13%,-0.48%,-1.3,-4.2,-17.7,-33.4,-0.46,0.59,-0.2,10.4,-0.6,0.6,-11.36%,10.55%,11.5,93.1,0.71,1.21,1.88%,-0.79%,-2.98%,8.04%,-6.2,59.7,-0.01,0.65,,,,,23.4,17.3,21.43%,33.33%,85.29%,68.18%,1.16%,2.39%,20.6,21.5,7.5,6.09,281.9,207.2,-5.1,15.6,27.6,17.6,8.1,9.5,59.68%,47.73%,4.38,4.39,120.1,93.4,6.66%,6.80%,46.73%,37.11%,-60.3,107.0,402.0,300.6,5.96,5.22,27:24,34:37,88.57%,96.55%,19.6,24.1,65.00%,70.83%,58.62%,80.00%,2.17%,1.82%,21.2,18.3,6.28,7.33,217.3,201.6,,,22.6,33.2,7.0,8.2,45.28%,67.19%,5.03,5.53,124.4,206.0,9.03%,6.36%,36.04%,47.06%,,,341.7,407.6,5.47,6.13,,,ARZ,BLT,,,32,2,1,4,31,11,31,12,7,11,28,6,31,6,23,1,28,3,20,29,21,3,20,21,24,5,21,20,30,11,29,1,32,4,27,11,31,1,ARZ,BLT,8,2,20t,1,3,1,28,5,16,11,24,30,21,10,24,27,,,16t,1,18,8,29,2,2,1,10,1,25,13,21,2t,,,21,2,16,3
57926,2019,2019-09-15,WAS,DAL,21,31,0,0.0,0.0,405.0,89.0,35.0,494.0,0.0,0.0,0.0,370.0,28.0,27.0,398.0,0.0,0.0,0.0,-35.0,-61.0,-8.0,-96.0,0.0,DAL,WAS,8.4,6.3,7.3,86.67%,4,4,1-1,1,1,1,25,12,2,11,0-0,0,0,0.00%,0-0,0,0,9/15,2-3,3,2,66.67%,50.5,269,0,1,11.0,11,1,46.0,261,213,4-4,30,26,12,8,2,67,31,0,0,14,7,10,2.0,2,0,101,2,0,0,4,9,3-4,4,3,75.00%,11,34,8,0,,1-3-0,7-11,11,7,63.64%,33,22,33:22,1,25,474,65,65,34,0,3,1,4,0-0,0,0,0,0,8,5.5,2.8,4.6,70.27%,3,3,0-0,1,0,0,19,12,3,4,2-3,3,2,66.67%,0-0,0,0,9/15,3-3,3,3,100.00%,49.5,221,4,0,20.0,20,1,48.5,208,47,3-3,37,26,12,6,3,44,21,0,0,7,7,7,9.0,1,0,198,4,0,4,9,4,3-3,3,3,100.00%,4,17,13,0,,1-2-0,2-9,9,2,22.22%,26,38,26:38,1,19,255,55,55,17,0,2,1,3,0-0,0,0,0,0,13,Differences,Differences,0.1,1.8,-2.45%,15.26%,1.75%,-3.33%,-1.07%,0.11%,0.8,3.3,-11.5,3.9,-0.46,0.34,-2.7,4.4,1.0,1.5,-5.76%,4.38%,-9.4,33.3,-0.25,0.42,-0.30%,1.37%,-5.69%,9.88%,-20.9,37.2,-0.33,0.23,,,Differences,Differences,-6.59%,1.74%,3.4,-4.8,-4.15%,-5.04%,1.75%,2.70%,-0.46%,0.41%,-6.2,2.7,61.9,-59.2,1.22,-0.87,4.3,-6.2,-1.9,-2.9,0.77%,-7.86%,21.7,-14.0,0.48,0.13,-3.30%,3.29%,8.04%,-9.97%,83.6,-73.2,0.98,-0.51,,,,,20.4,22.1,45.45%,63.16%,72.73%,67.65%,1.23%,2.41%,23.3,25.8,6.28,7.08,223.5,238.9,7.1,-10.6,20.1,27.2,8.6,9.1,50.88%,61.02%,4.07,4.74,103.5,146.2,6.85%,8.52%,33.33%,48.90%,104.5,-110.4,327.0,385.1,5.15,5.71,29:33,27:02,75.00%,83.33%,23.7,15.5,43.75%,42.86%,72.73%,73.68%,1.84%,2.71%,16.3,25.2,7.96,5.87,296.9,175.8,,,27.1,16.6,5.7,4.7,57.41%,48.78%,4.8,4.45,134.6,98.9,3.85%,10.44%,47.06%,29.05%,,,431.5,274.7,6.46,4.97,,,DAL,WAS,,,16,28,13t,30,21,10,30,11,19,28,9,22,10,18,6,31,11,27,22,27,9t,24,8,26,11,31,19,7,2t,32,2,32,9,27,9,22,18,32,DAL,WAS,26,14,3,32,21,22,14,12,12,23,32,4,2,29,2,32,,,6,32,26,32,15,27,5,13,5,22,2,31,2t,32,,,1,31,1,27
57921,2019,2019-09-15,HST,JAX,13,12,1,1.0,1.0,347.0,81.0,26.0,428.0,2.0,0.0,1.0,234.0,180.0,28.0,414.0,1.0,-1.0,0.0,-113.0,99.0,2.0,-14.0,-1.0,JAX,HST,4.8,4.9,4.8,69.70%,0,0,2-2,3,2,2,16,10,1,5,2-2,2,2,100.00%,3-1,1,3,9/15,0-0,0,0,0.00%,48.0,213,4,0,20.0,20,1,47.2,178,103,0-0,33,23,10,9,1,70,12,0,0,3,0,9,2.3,4,0,288,6,0,4,9,5,1-2,2,1,50.00%,5,21,35,0,,0-1-0,3-13,13,3,23.08%,30,1,30:01,4,16,281,58,58,21,0,1,0,1,0-1,0,0,1,0,35,4.2,4.2,4.2,55.17%,1,1,2-2,1,2,2,17,9,1,7,1-1,1,1,100.00%,2-0,0,2,9/15,0-1,1,0,0.00%,43.9,159,1,0,0.0,0,0,42.6,137,126,1-1,29,16,9,7,1,47,13,0,3,3,0,7,5.0,1,0,307,7,0,1,5,9,1-2,2,1,50.00%,7,30,22,0,,1-0-0,6-15,15,6,40.00%,29,59,29:59,4,17,263,63,63,30,0,0,1,1,0-0,0,0,0,0,22,Differences,Differences,1.0,1.3,-2.45%,-4.15%,2.35%,7.97%,-0.37%,-0.25%,-0.9,-3.9,1.1,32.3,0.57,0.56,2.0,1.3,-2.3,-4.2,0.50%,14.79%,26.4,8.2,0.8,0.49,1.94%,-1.86%,2.56%,9.49%,27.5,40.4,0.53,0.61,,,Differences,Differences,15.47%,-1.59%,-1.7,1.3,0.10%,4.10%,-25.53%,4.88%,-0.94%,0.32%,1.7,-0.5,0.0,1.4,-0.36,0.34,-4.0,0.8,-2.6,2.1,-16.21%,7.51%,-6.1,12.7,0.07,0.31,-0.02%,2.03%,-4.47%,4.50%,-6.1,14.1,-0.12,0.22,,,,,21.3,21.6,45.45%,43.75%,73.33%,78.95%,1.93%,2.05%,21.6,18.6,7.31,7.3,236.1,267.3,-6.1,-0.4,24.8,24.1,5.3,3.4,57.14%,71.43%,5.12,4.81,139.3,121.1,9.09%,5.29%,41.58%,48.51%,-33.7,-26.3,375.4,388.3,6.01,6.09,30:29,30:02,97.06%,80.00%,18.6,21.6,48.00%,52.00%,45.45%,75.86%,1.36%,2.62%,24.2,22.0,6.38,7.08,235.0,236.4,,,18.8,23.6,5.0,9.7,40.43%,64.15%,4.39,4.63,106.8,125.6,7.13%,9.18%,34.55%,43.52%,,,341.8,362.0,5.36,5.7,,,JAX,HST,,,21,26t,13t,10,23,27,23,22,13,2,25,24,16,29,26,15,21,19,4,1,16,32,31,27,28,25,4,28,23,31,24,20,24,28,28,31,12,14t,JAX,HST,1,17t,27,9,17,12,32,9,6,20,8,19,19,13,16,15,,,26,14,30,5,31,7,15,8,17,9,15,27,26,8,,,20,13,19,12
